subject,task_type,ordering,output,chosen,condition,subject_race,subject_age,subject_gender,character_race,character_age,character_gender,subj_college,self_ability,awareness,shared_features
4,full_ranking,0,4,True,Competitive,White,32-38,Man,Latino,18-24,Man,yes,9,yes,1
4,full_ranking,0,5,False,Competitive,White,32-38,Man,Latino,39-45,Woman,yes,9,yes,0
4,full_ranking,0,6,False,Competitive,White,32-38,Man,Latino,18-24,Woman,yes,9,yes,0
4,full_ranking,0,7,False,Competitive,White,32-38,Man,South Asian,25-31,Woman,yes,9,yes,0
4,full_ranking,0,8,False,Competitive,White,32-38,Man,South Asian,39-45,Woman,yes,9,yes,0
4,full_ranking,0,9,False,Competitive,White,32-38,Man,East/Southeast Asian,45+,Man,yes,9,yes,1
4,choice_ranking,0,1,True,Competitive,White,32-38,Man,South Asian,39-45,Woman,yes,9,yes,0
4,choice_ranking,0,2,True,Competitive,White,32-38,Man,East/Southeast Asian,45+,Woman,yes,9,yes,0
4,choice_ranking,0,3,True,Competitive,White,32-38,Man,Latino,18-24,Woman,yes,9,yes,0
4,choice_ranking,0,4,True,Competitive,White,32-38,Man,Latino,39-45,Woman,yes,9,yes,0
4,choice_ranking,0,5,False,Competitive,White,32-38,Man,South Asian,25-31,Woman,yes,9,yes,0
4,choice_ranking,0,6,False,Competitive,White,32-38,Man,East/Southeast Asian,25-31,Man,yes,9,yes,1
4,choice_ranking,0,7,False,Competitive,White,32-38,Man,East/Southeast Asian,45+,Man,yes,9,yes,1
4,choice_ranking,0,8,False,Competitive,White,32-38,Man,Latino,32-38,Man,yes,9,yes,2
4,choice_ranking,0,9,False,Competitive,White,32-38,Man,Latino,18-24,Man,yes,9,yes,1
